id,first_name,last_name,visa_type,passport_number,nationality,state,destination country,destination state,gender,age,entry date,degree_type,major,exit date,institution,estimated expenses,start_date,end_date,transportion mode
279,Ingelbert,Ragate,Student,2239882193,India,Andhra Pradesh,United States,Montana,M,22,8/14/2023,Master's,Computer Science,11/1/2023,Moraine Valley Community College,$12251.38,1/24/2023,3/22/2025,air
280,Brewster,Ames,Student,6911469166,India,Uttar Pradesh,United States,Michigan,M,35,9/10/2023,Master's,Psychology,7/5/2024,Robert Morris College of Chicago,$14570.30,1/15/2023,8/23/2024,air
281,Blisse,Kirke,Student,9695786854,India,Gujarat,United States,West Virginia,F,27,8/6/2023,Bachelor's,Computer Science,11/4/2024,Duke University,$17668.48,1/1/2023,4/22/2024,air
282,Meara,Crankshaw,Student,2435110174,India,Gujarat,United States,District of Columbia,F,25,8/17/2023,Master's,Business Administration,12/20/2024,Judson College Marion,$19503.54,1/13/2023,4/26/2025,air
283,Bendix,Diss,Student,3498339018,India,Andhra Pradesh,United States,Utah,M,24,8/17/2023,Bachelor's,Business Administration,1/23/2025,California College of Arts and Crafts,$24818.31,1/6/2023,11/22/2024,air
284,Cassandry,Spurrier,Student,1362214876,India,Uttar Pradesh,United States,Wisconsin,F,29,9/12/2023,Master's,Psychology,10/9/2023,Pacifica Graduate Institute,$10792.51,1/16/2023,3/26/2025,air
285,Evangelina,Hevey,Student,8769139515,India,Uttar Pradesh,United States,South Carolina,F,19,8/24/2023,Master's,Computer Science,1/14/2025,Mid-America Nazarene University,$18257.50,1/14/2023,2/16/2024,air
286,Durant,Dabbs,Student,5503327131,India,Gujarat,United States,Pennsylvania,M,30,8/3/2023,Master's,Psychology,3/14/2025,Christian Brothers University,$13362.87,1/1/2023,1/29/2024,air
287,Minnnie,Yearnsley,Student,3686840286,India,Gujarat,United States,Florida,F,18,8/15/2023,Master's,Computer Science,4/24/2025,San Joaquin College of Law,$17281.96,1/29/2023,3/15/2024,air
288,Gui,Mollitt,Student,8015502934,India,Uttar Pradesh,United States,Pennsylvania,F,29,8/4/2023,Master's,Computer Science,3/26/2025,University of Massachusetts at Lowell,$24731.07,1/26/2023,5/26/2024,air
289,Nicholas,O'Nolan,Student,2860211004,India,Andhra Pradesh,United States,Arizona,M,28,8/28/2023,Master's,Computer Science,1/14/2025,Nazarene Bible College,$16337.47,1/19/2023,12/31/2023,air
290,Billy,Stollman,Student,3347598647,India,Andhra Pradesh,United States,Florida,M,22,8/18/2023,Master's,Computer Science,2/11/2023,Baker College of Flint,$11821.42,1/6/2023,4/21/2025,air
291,Dalis,Showler,Student,9550989634,India,Gujarat,United States,Minnesota,M,27,8/8/2023,Master's,Computer Science,7/16/2023,Southwestern University,$23603.05,1/5/2023,4/22/2025,air
292,Em,Stolberger,Student,3934149121,India,Andhra Pradesh,United States,District of Columbia,F,18,8/12/2023,Master's,Computer Science,11/13/2024,Mary Washington College,$21380.92,1/3/2023,1/19/2024,air
293,Barnie,Ladel,Student,3274104238,India,Uttar Pradesh,United States,South Carolina,M,24,8/29/2023,Master's,Computer Science,3/22/2024,University of New England,$22539.34,1/16/2023,3/15/2024,air
294,Angil,Deakes,Student,8934569988,India,Uttar Pradesh,United States,Wisconsin,F,23,8/4/2023,Master's,Computer Science,2/15/2024,Rockhurst College,$16639.81,1/29/2023,4/20/2025,air
295,Michal,Rubenov,Student,6498850191,India,Andhra Pradesh,United States,New York,M,24,8/28/2023,Master's,Business Administration,4/19/2024,Greenville College,$11480.40,1/2/2023,9/8/2024,air
296,Mersey,Danielut,Student,7088595759,India,Andhra Pradesh,United States,Missouri,F,27,8/6/2023,Master's,Computer Science,1/1/2025,Liberty University,$20079.82,1/30/2023,5/5/2024,air
297,Sylvia,Everix,Student,8712201504,India,Andhra Pradesh,United States,Nevada,F,24,8/18/2023,Master's,Business Administration,2/15/2025,"Concordia University, Portland",$19463.20,1/20/2023,11/16/2024,air
298,Graham,Kernan,Student,7864666670,India,Uttar Pradesh,United States,Delaware,M,24,9/10/2023,Master's,Computer Science,4/10/2024,Palmer College of Chiropractic West,$20142.83,1/2/2023,4/19/2024,air
299,Roda,Savell,Student,3996817997,India,Andhra Pradesh,United States,Virginia,F,24,8/11/2023,Bachelor's,Computer Science,3/11/2024,Eastern Kentucky University,$13475.12,1/27/2023,4/24/2025,air
300,Clare,Cowin,Student,1833741751,India,Andhra Pradesh,United States,Washington,M,29,9/10/2023,Master's,Computer Science,2/19/2024,Jarvis Christian College,$14703.68,1/20/2023,10/30/2024,air
301,Eziechiele,Le Sieur,Student,3587871023,India,Uttar Pradesh,United States,Louisiana,M,26,8/12/2023,Master's,Computer Science,2/7/2025,Medaille College,$13861.59,1/1/2023,3/10/2024,air
302,Adam,Sinnat,Student,9614610790,India,Gujarat,United States,California,M,28,8/19/2023,Master's,Computer Science,1/4/2023,York College Nebraska,$14230.63,1/3/2023,10/31/2024,air
303,Pernell,Doe,Student,4806225491,India,Andhra Pradesh,United States,Virginia,M,32,8/15/2023,Master's,Business Administration,3/6/2025,Tennessee Temple University,$17208.44,1/16/2023,7/9/2024,air
304,Leisha,Houten,Student,2064672051,India,Gujarat,United States,Texas,F,35,8/9/2023,Master's,Computer Science,9/1/2023,Loyola Marymount University,$21265.78,1/22/2023,2/14/2025,air
305,Hartley,McKeefry,Student,2687788287,India,Uttar Pradesh,United States,Virginia,M,34,8/25/2023,Master's,Computer Science,1/23/2023,Marquette University,$16645.63,1/26/2023,4/18/2025,air
306,Elias,Callaby,Student,3694384625,India,Andhra Pradesh,United States,Arkansas,M,28,8/29/2023,Master's,Computer Science,2/12/2025,York College Nebraska,$14540.14,1/12/2023,7/23/2024,air
307,Filia,Tommasi,Student,6755052347,India,Gujarat,United States,Maryland,F,20,8/9/2023,Master's,Business Administration,11/17/2023,University of Arkansas at Little Rock,$10128.02,1/3/2023,12/29/2023,air
308,Hynda,Plunket,Student,9523158890,India,Gujarat,United States,North Carolina,F,23,8/4/2023,Master's,Computer Science,10/16/2023,Grantham University,$19108.48,1/7/2023,8/29/2024,air
309,Michaelina,Divell,Student,2775639381,India,Gujarat,United States,New Jersey,F,25,8/19/2023,Bachelor's,Computer Science,2/21/2024,Hillsdale College,$13790.80,1/18/2023,5/19/2025,air
310,Wilburt,Dwane,Student,7450778634,India,Gujarat,United States,District of Columbia,M,25,8/26/2023,Master's,Computer Science,8/13/2023,University of Texas at San Antonio,$24977.69,1/16/2023,5/18/2025,air
311,Karlan,Hurlston,Student,3370350469,India,Uttar Pradesh,United States,Oklahoma,M,21,8/14/2023,Master's,Psychology,4/24/2025,Albany State University,$16159.69,1/22/2023,2/22/2025,air
312,Bing,Doudney,Student,4038494819,India,Uttar Pradesh,United States,Arkansas,M,32,8/7/2023,Master's,Computer Science,12/30/2024,Illinois College of Optometry,$13423.15,1/14/2023,8/4/2024,air
313,Violetta,Sirett,Student,2613739449,India,Uttar Pradesh,United States,Florida,F,33,9/12/2023,Master's,Business Administration,1/24/2023,University of Minnesota - Twin Cities Campus,$15189.23,1/11/2023,2/4/2025,air
314,Chelsae,Coultous,Student,2347864561,India,Andhra Pradesh,United States,Florida,F,25,9/3/2023,Master's,Computer Science,3/26/2025,Louisiana State University at Alexandria,$24767.05,1/24/2023,5/10/2024,air
315,Zorana,Chitty,Student,6782024113,India,Gujarat,United States,Alabama,F,20,8/3/2023,Bachelor's,Computer Science,4/12/2023,University of Wisconsin - River Falls,$23976.53,1/17/2023,4/15/2024,air
316,Gilda,Landor,Student,3913038699,India,Andhra Pradesh,United States,Illinois,F,25,9/14/2023,Bachelor's,Business Administration,7/16/2023,Boise State University,$12812.00,1/15/2023,2/2/2024,air
317,Nilson,Chessill,Student,3959957754,India,Andhra Pradesh,United States,Alabama,M,20,8/12/2023,Master's,Computer Science,7/24/2024,"DeVry Institute of Technology, Decatur",$15698.45,1/8/2023,1/18/2024,air
318,Freeman,Kirkhouse,Student,5333328894,India,Andhra Pradesh,United States,Georgia,M,30,9/3/2023,Bachelor's,Business Administration,1/27/2025,University of Central Arkansas,$23140.06,1/30/2023,12/19/2024,air
319,Cari,Clayton,Student,9022682720,India,Uttar Pradesh,United States,Tennessee,F,27,8/13/2023,Bachelor's,Computer Science,2/11/2025,Forest Institute of Professional Psychology,$23597.38,1/24/2023,3/28/2024,air
320,Seana,Pomphrett,Student,4499958494,India,Gujarat,United States,Ohio,F,19,8/21/2023,Master's,Psychology,12/9/2024,Blackburn College,$15791.63,1/21/2023,4/11/2025,air
321,Ronald,Severn,Student,2943945103,India,Gujarat,United States,Arizona,M,19,8/30/2023,Master's,Computer Science,12/10/2024,Newschool of Architecture and Design,$11090.74,1/15/2023,1/9/2024,air
322,Sherwood,Gossington,Student,2224026694,India,Uttar Pradesh,United States,Washington,M,22,9/6/2023,Master's,Psychology,6/18/2023,Mount St. Clare College,$12916.20,1/28/2023,11/26/2024,air
323,Eloisa,Rentz,Student,9794508479,India,Gujarat,United States,Florida,F,31,9/12/2023,Master's,Business Administration,3/5/2024,St. Michael's College,$23569.26,1/13/2023,11/28/2024,air
324,Jacquie,Grivori,Student,6627981922,India,Andhra Pradesh,United States,California,F,26,8/1/2023,Master's,Psychology,4/17/2024,Bryn Athyn College of the New Church,$13054.43,1/4/2023,10/16/2024,air
325,Kalie,Miere,Student,6243148304,India,Gujarat,United States,Illinois,F,30,8/29/2023,Master's,Computer Science,3/13/2024,University of Colorado Health Sciences Center,$10477.50,1/23/2023,1/17/2025,air
326,Dominica,Thuillier,Student,8346948136,India,Andhra Pradesh,United States,Virginia,F,30,8/28/2023,Bachelor's,Computer Science,1/5/2025,"CollegeAmerica, Phoenix",$20455.55,1/14/2023,7/12/2024,air
327,Rebeca,McKaile,Student,1753810748,India,Uttar Pradesh,United States,Louisiana,F,19,8/6/2023,Master's,Computer Science,2/12/2024,University of Northern Virginia,$19281.75,1/28/2023,1/22/2025,air
328,Raquela,Yann,Student,2462127748,India,Andhra Pradesh,United States,Arizona,F,31,8/11/2023,Master's,Business Administration,12/29/2023,University of West Los Angeles,$18053.79,1/18/2023,12/27/2023,air
329,Almeria,Habercham,Student,2120511498,India,Gujarat,United States,California,F,27,8/19/2023,Master's,Psychology,2/28/2025,Virginia State University,$18063.10,1/24/2023,3/1/2024,air
330,Vinson,Carder,Student,7050591418,India,Andhra Pradesh,United States,Hawaii,M,31,8/20/2023,Master's,Computer Science,9/26/2024,St. Mary's University of Minnesota,$21013.87,1/21/2023,8/29/2024,air
331,Bridget,Clayworth,Student,4429013631,India,Andhra Pradesh,United States,Nevada,F,23,8/10/2023,Master's,Psychology,3/23/2025,Trinity College of Florida,$22393.28,1/19/2023,8/29/2024,air
332,Estel,Millins,Student,5264031013,India,Uttar Pradesh,United States,California,F,34,8/7/2023,Bachelor's,Business Administration,4/7/2024,University of Oklahoma Health Sciences Center,$21123.89,1/5/2023,5/25/2025,air
333,Barton,Yetton,Student,7469587934,India,Gujarat,United States,Nevada,M,33,8/26/2023,Bachelor's,Computer Science,4/12/2025,Winthrop University,$21086.78,1/2/2023,12/3/2024,air
334,Galven,Sickert,Student,2040532296,India,Andhra Pradesh,United States,South Dakota,M,18,8/1/2023,Master's,Business Administration,9/28/2024,Indiana University at Bloomington,$20111.35,1/20/2023,8/12/2024,air
335,Virgil,Mingo,Student,4915169224,India,Gujarat,United States,Pennsylvania,M,35,9/14/2023,Bachelor's,Business Administration,2/3/2024,Knoxville College,$22602.26,1/11/2023,3/6/2024,air
336,Bronny,Wabersinke,Student,5586985134,India,Uttar Pradesh,United States,New York,M,35,8/8/2023,Master's,Computer Science,1/13/2023,School of the Museum of Fine Arts,$22116.65,1/2/2023,2/18/2025,air
337,Quintina,Manon,Student,9512130519,India,Uttar Pradesh,United States,Texas,F,22,8/6/2023,Bachelor's,Computer Science,7/29/2024,Edison Community College,$10415.78,1/4/2023,8/1/2024,air
338,Sascha,Latch,Student,3062180528,India,Gujarat,United States,California,M,21,9/11/2023,Master's,Business Administration,2/14/2025,University of North Carolina at Charlotte,$23183.82,1/18/2023,5/28/2025,air
339,Tallou,Moret,Student,9864337867,India,Andhra Pradesh,United States,Ohio,F,29,8/5/2023,Master's,Computer Science,7/24/2023,The Rockefeller University,$20284.88,1/20/2023,7/24/2024,air
340,Amandie,Mullan,Student,2775501640,India,Uttar Pradesh,United States,Colorado,F,25,8/31/2023,Master's,Computer Science,2/26/2025,"Washington State University, Tri-Cities",$10249.41,1/18/2023,4/17/2025,air
341,Grove,MacCarlich,Student,2542592792,India,Andhra Pradesh,United States,California,M,29,8/1/2023,Bachelor's,Computer Science,5/8/2023,Mount Olive College,$24879.81,1/9/2023,5/26/2025,air
342,Cathe,Andriesse,Student,1600590595,India,Andhra Pradesh,United States,Washington,F,30,8/12/2023,Master's,Business Administration,5/13/2023,Springfield College,$21155.28,1/27/2023,8/29/2024,air
343,Drucill,Van Rembrandt,Student,7497250757,India,Uttar Pradesh,United States,Alabama,F,25,8/16/2023,Master's,Computer Science,7/8/2024,St. Joseph's College New York,$20729.68,1/8/2023,5/1/2024,air
344,Agosto,Sidebotton,Student,1570517558,India,Gujarat,United States,New York,M,32,8/26/2023,Bachelor's,Business Administration,12/18/2024,Evangel University,$15350.08,1/10/2023,1/23/2024,air
345,Cash,Hannaway,Student,8748518050,India,Gujarat,United States,Tennessee,M,19,8/23/2023,Master's,Computer Science,6/30/2023,Colorado Christian University,$15771.51,1/4/2023,4/5/2024,air
346,Andeee,Wyldbore,Student,8406409427,India,Uttar Pradesh,United States,Mississippi,F,23,8/13/2023,Bachelor's,Business Administration,8/30/2024,Caldwell College,$11889.53,1/28/2023,2/5/2025,air
347,Jesse,Dincke,Student,1390864096,India,Andhra Pradesh,United States,Pennsylvania,M,31,8/16/2023,Master's,Business Administration,10/31/2023,Spalding University,$17732.52,1/2/2023,2/24/2024,air
348,Klarika,Redit,Student,2057270336,India,Gujarat,United States,New York,F,27,9/10/2023,Master's,Computer Science,3/14/2023,Texas A&M University - Galveston,$22047.82,1/18/2023,10/30/2024,air
349,Lydie,Kretchmer,Student,5131399650,India,Gujarat,United States,Texas,F,35,9/3/2023,Bachelor's,Business Administration,2/2/2025,Norwich University,$19824.40,1/22/2023,3/17/2025,air
350,Enid,de Mendoza,Student,4674343498,India,Gujarat,United States,Texas,F,25,9/4/2023,Master's,Computer Science,1/20/2024,Adelphi University,$23038.90,1/14/2023,4/27/2025,air
351,Ulysses,Hanratty,Student,1662502958,India,Uttar Pradesh,United States,Illinois,M,19,8/12/2023,Master's,Computer Science,11/13/2023,Divine Word College,$23427.89,1/26/2023,11/2/2024,air
352,Lisabeth,Wilderspoon,Student,9223658417,India,Andhra Pradesh,United States,District of Columbia,F,35,9/12/2023,Master's,Computer Science,3/12/2023,Boricua College,$20664.40,1/28/2023,4/24/2025,air
353,Amanda,Fernely,Student,1948039594,India,Gujarat,United States,Michigan,F,35,8/8/2023,Master's,Business Administration,9/19/2024,Holy Cross College,$22431.35,1/8/2023,10/23/2024,air
354,Andi,Lavens,Student,4051009381,India,Gujarat,United States,Colorado,F,32,8/12/2023,Master's,Computer Science,5/30/2023,"Ross University, School of Medicine",$10959.82,1/6/2023,3/8/2024,air
355,Ashlin,Kettlewell,Student,5864669700,India,Gujarat,United States,New Jersey,M,34,9/11/2023,Master's,Computer Science,7/12/2023,Southeastern College of the Assemblies of God,$20345.50,1/19/2023,12/14/2024,air
356,Baxy,Colly,Student,9794533261,India,Gujarat,United States,Florida,M,35,9/1/2023,Master's,Business Administration,3/4/2023,Christopher Newport University,$13195.19,1/19/2023,7/12/2024,air
357,Tades,Reen,Student,2294348790,India,Uttar Pradesh,United States,Alaska,M,31,9/11/2023,Master's,Psychology,6/17/2023,College of St. Joseph,$18032.96,1/30/2023,4/30/2024,air
358,Demetra,Beaconsall,Student,2076338457,India,Gujarat,United States,Colorado,F,31,8/20/2023,Master's,Psychology,6/20/2024,"Embry Riddle Aeronautical University, Prescott",$11332.49,1/8/2023,2/21/2024,air
359,Zacharia,Creffield,Student,4205495198,India,Uttar Pradesh,United States,Ohio,M,21,8/15/2023,Bachelor's,Computer Science,3/22/2023,Iowa State University of Science and Technology,$20802.47,1/26/2023,3/14/2025,air
360,Nelson,Clemmey,Student,7084796155,India,Gujarat,United States,Tennessee,M,31,8/18/2023,Master's,Computer Science,1/26/2023,Hastings College,$17055.85,1/1/2023,8/11/2024,air
361,Ellswerth,Schultz,Student,2866742056,India,Gujarat,United States,Ohio,M,23,9/10/2023,Master's,Computer Science,9/15/2024,Trinity International University,$12543.53,1/27/2023,4/23/2025,air
362,Billie,Joselevitch,Student,6533479144,India,Gujarat,United States,Massachusetts,M,20,8/22/2023,Master's,Computer Science,6/19/2023,John Carroll University,$15678.74,1/27/2023,2/12/2024,air
363,Victoir,Dilrew,Student,7819680618,India,Andhra Pradesh,United States,Wisconsin,M,23,8/20/2023,Bachelor's,Business Administration,6/30/2024,"California State University, Channel Islands",$15153.50,1/20/2023,8/2/2024,air
364,Patrizia,Rawcliff,Student,8526484555,India,Uttar Pradesh,United States,California,F,18,9/8/2023,Bachelor's,Business Administration,2/18/2023,"Cleveland Chiropractic College, Los Angeles",$14955.16,1/27/2023,12/29/2023,air
365,Obidiah,Kertess,Student,3098943606,India,Uttar Pradesh,United States,Georgia,M,26,9/11/2023,Master's,Computer Science,9/28/2023,Sullivan College,$11177.01,1/27/2023,3/12/2024,air
366,Stavro,Crucitti,Student,7541700562,India,Andhra Pradesh,United States,Pennsylvania,M,25,8/21/2023,Master's,Computer Science,12/30/2024,University of Louisville,$11574.82,1/17/2023,2/20/2024,air
367,Bourke,Hobson,Student,3046437924,India,Gujarat,United States,Massachusetts,M,26,8/24/2023,Master's,Business Administration,4/21/2024,Morris Brown College,$22563.15,1/19/2023,4/14/2025,air
368,Nona,Pygott,Student,2560117617,India,Andhra Pradesh,United States,Ohio,F,27,8/12/2023,Master's,Computer Science,10/16/2024,Bethany College California,$11751.99,1/30/2023,1/9/2024,air
369,Lucho,Myhan,Student,9187638466,India,Gujarat,United States,New Mexico,M,22,8/27/2023,Master's,Psychology,3/11/2024,Tiffin University,$18525.63,1/29/2023,3/20/2025,air
370,Eduard,Rohlf,Student,1102708398,India,Uttar Pradesh,United States,New York,M,22,8/12/2023,Master's,Computer Science,10/27/2024,Lesley University,$19295.46,1/9/2023,5/9/2024,air
371,Dante,Dyson,Student,8157463194,India,Uttar Pradesh,United States,North Carolina,M,20,8/21/2023,Master's,Computer Science,4/12/2025,California Baptist College,$23350.26,1/2/2023,4/6/2025,air
372,Tina,Checo,Student,2427323522,India,Gujarat,United States,Oklahoma,F,35,8/3/2023,Master's,Computer Science,2/25/2023,Southern Illinois University at Edwardsville,$16933.41,1/16/2023,8/4/2024,air
373,Daphna,Martineau,Student,1414648439,India,Uttar Pradesh,United States,Florida,F,32,9/14/2023,Master's,Business Administration,1/8/2025,Norfolk State University,$14407.99,1/25/2023,4/27/2024,air
374,Evyn,Joice,Student,8967924288,India,Gujarat,United States,Tennessee,M,22,9/7/2023,Master's,Computer Science,12/11/2024,Hastings College,$21724.59,1/19/2023,2/2/2025,air
375,Osbourn,Blandamore,Student,2257235099,India,Uttar Pradesh,United States,California,M,18,8/21/2023,Master's,Business Administration,4/23/2025,Alverno College,$15893.45,1/11/2023,9/26/2024,air
376,Ennis,Breton,Student,9891430028,India,Gujarat,United States,Ohio,M,23,8/17/2023,Master's,Computer Science,9/1/2023,Indiana University of Pennsylvania,$12523.17,1/4/2023,10/30/2024,air
377,Adiana,Brookwell,Student,8078447446,India,Andhra Pradesh,United States,Pennsylvania,F,25,9/9/2023,Master's,Computer Science,9/11/2024,Oral Roberts University,$23680.32,1/27/2023,12/30/2023,air
378,Gracia,Chismon,Student,5001744846,India,Uttar Pradesh,United States,Oklahoma,F,29,9/5/2023,Master's,Computer Science,11/27/2023,"Rasmussen College, Illinois Campuses",$11775.69,1/1/2023,6/25/2024,air
379,Kata,Willoughey,Student,2754509226,India,Gujarat,United States,Hawaii,F,30,8/9/2023,Master's,Computer Science,9/11/2024,Indiana Institute of Technologyy,$16378.83,1/18/2023,11/23/2024,air
380,My,Goulston,Student,7248877910,India,Gujarat,United States,Alabama,M,23,9/10/2023,Master's,Computer Science,2/26/2025,Bluefield State College,$17323.24,1/10/2023,5/5/2025,air
381,Fayth,Dey,Student,3049715309,India,Andhra Pradesh,United States,Alaska,F,33,8/8/2023,Bachelor's,Business Administration,7/29/2024,California Maritime Academy,$15814.56,1/11/2023,5/30/2025,air
382,Murdoch,Ternent,Student,3668165454,India,Uttar Pradesh,United States,Washington,M,20,8/18/2023,Master's,Business Administration,2/3/2025,University of North Carolina at Chapel Hill,$20974.78,1/15/2023,2/7/2025,air
383,Hannis,Janca,Student,1600030487,India,Andhra Pradesh,United States,Colorado,F,32,8/31/2023,Master's,Business Administration,1/12/2023,Vanderbilt University,$16489.72,1/15/2023,12/17/2024,air
384,Chryste,Luckham,Student,5869792503,India,Uttar Pradesh,United States,Florida,F,22,8/31/2023,Bachelor's,Computer Science,9/26/2024,Amber University,$22108.97,1/11/2023,1/16/2024,air
385,Cristin,Murrey,Student,6705026485,India,Andhra Pradesh,United States,Pennsylvania,F,22,8/7/2023,Master's,Computer Science,11/2/2023,Juniata College,$10420.63,1/26/2023,10/19/2024,air
386,Arnie,O'Brollachain,Student,6215839589,India,Andhra Pradesh,United States,Maryland,M,29,8/11/2023,Bachelor's,Business Administration,6/23/2024,University of La Verne,$10379.67,1/21/2023,1/10/2025,air
387,Hansiain,Kinleyside,Student,9805228887,India,Gujarat,United States,California,M,19,8/22/2023,Master's,Computer Science,9/24/2023,Florida International University,$14103.21,1/26/2023,2/19/2025,air
388,Stanleigh,Pierse,Student,2054719614,India,Gujarat,United States,Oklahoma,M,26,8/28/2023,Master's,Psychology,11/23/2024,Huston-Tillotson College,$24893.82,1/16/2023,9/18/2024,air
389,Billye,Quadrio,Student,8043758250,India,Gujarat,United States,Indiana,F,23,8/16/2023,Master's,Psychology,10/16/2024,Martin University,$20488.37,1/21/2023,10/26/2024,air
390,Harmon,Czaple,Student,9038336711,India,Uttar Pradesh,United States,Arizona,M,22,8/23/2023,Master's,Computer Science,12/16/2023,The College of Westchester,$14304.71,1/30/2023,3/14/2024,air
391,Ursa,Boaler,Student,6308484597,India,Gujarat,United States,Delaware,F,20,8/2/2023,Master's,Computer Science,9/30/2023,Worcester Polytechnic Institute,$21308.31,1/12/2023,3/6/2025,air
392,Craggy,Ellerton,Student,3454709598,India,Uttar Pradesh,United States,Pennsylvania,M,26,8/19/2023,Bachelor's,Business Administration,5/2/2023,Evergreen State College,$24765.98,1/10/2023,2/10/2024,air
393,Talbert,De la Harpe,Student,4428227306,India,Uttar Pradesh,United States,Indiana,M,26,8/13/2023,Master's,Computer Science,11/23/2024,Samford University,$15997.44,1/5/2023,1/25/2024,air
394,Jamaal,Willison,Student,1347405671,India,Gujarat,United States,Kentucky,M,20,8/29/2023,Master's,Business Administration,9/9/2024,"Arizona State University, West Campus",$23981.63,1/1/2023,1/19/2025,air
395,Elana,Tarte,Student,2181583302,India,Uttar Pradesh,United States,Texas,F,25,8/1/2023,Master's,Computer Science,11/7/2024,University of Arkansas at Pine Bluff,$20788.70,1/15/2023,4/16/2024,air
396,Stevena,Fitzsimons,Student,9821366636,India,Andhra Pradesh,United States,Utah,F,35,8/12/2023,Master's,Computer Science,5/1/2023,University of North Dakota,$10608.80,1/27/2023,4/6/2024,air
397,Scotty,Islip,Student,3431876189,India,Andhra Pradesh,United States,Texas,M,33,8/20/2023,Master's,Computer Science,10/10/2024,Grand Canyon University,$20158.05,1/1/2023,2/19/2024,air
398,Faustine,Teresse,Student,5025874682,India,Gujarat,United States,Oklahoma,F,28,8/20/2023,Bachelor's,Psychology,9/15/2023,State University of New York Downstate Medical Center,$20160.50,1/18/2023,8/19/2024,air
399,Sargent,Reubel,Student,6952677530,India,Andhra Pradesh,United States,Virginia,M,27,8/13/2023,Master's,Computer Science,8/30/2024,California Institute of Technology,$12916.69,1/21/2023,9/23/2024,air
400,Worthington,Osipenko,Student,2050883100,India,Andhra Pradesh,United States,South Carolina,M,23,9/14/2023,Bachelor's,Computer Science,5/31/2024,New Jersey Institute of Technology,$16722.75,1/9/2023,6/4/2024,air
401,Petra,Anthony,Student,6777292330,India,Andhra Pradesh,United States,Pennsylvania,F,18,8/31/2023,Bachelor's,Computer Science,8/26/2023,Richard Stockton College of New Jersey,$14805.71,1/6/2023,9/2/2024,air
402,Roch,Mingey,Student,7974689167,India,Uttar Pradesh,United States,California,F,27,8/11/2023,Bachelor's,Computer Science,8/26/2023,Union College Kentucky,$20921.49,1/2/2023,8/21/2024,air
403,Petr,Errington,Student,7463073694,India,Andhra Pradesh,United States,Pennsylvania,M,22,8/9/2023,Master's,Business Administration,3/12/2025,St. Norbert College,$10094.15,1/10/2023,11/13/2024,air
404,Marrilee,Killiam,Student,6001302340,India,Gujarat,United States,Texas,F,27,8/4/2023,Master's,Psychology,1/15/2025,Western Carolina University,$12729.30,1/4/2023,1/11/2025,air
405,Georg,Grealey,Student,2908903541,India,Andhra Pradesh,United States,Illinois,M,19,8/6/2023,Master's,Psychology,4/11/2023,Pacifica Graduate Institute,$18074.19,1/28/2023,7/25/2024,air
406,Myrle,Le Cornu,Student,8108325630,India,Gujarat,United States,Indiana,F,31,8/29/2023,Master's,Computer Science,5/18/2024,Polytechnic University,$14550.99,1/26/2023,11/10/2024,air
407,Muhammad,Borsi,Student,2528725164,India,Uttar Pradesh,United States,Florida,M,21,8/26/2023,Bachelor's,Computer Science,3/21/2023,Hagerstown Community College,$23080.73,1/24/2023,7/22/2024,air
408,Sada,Imason,Student,9649043597,India,Andhra Pradesh,United States,Massachusetts,F,28,8/18/2023,Bachelor's,Computer Science,3/21/2024,Denison University,$19784.77,1/17/2023,1/10/2025,air
409,Danyette,Carles,Student,8735367861,India,Andhra Pradesh,United States,Arizona,F,18,9/6/2023,Master's,Computer Science,10/6/2024,Old Dominion University,$19959.41,1/27/2023,7/24/2024,air
410,Burty,Backshall,Student,9676824967,India,Andhra Pradesh,United States,Texas,M,31,8/18/2023,Master's,Computer Science,5/25/2023,Cumberland College,$18050.56,1/22/2023,1/16/2025,air
411,Margaux,Fryatt,Student,2078089612,India,Andhra Pradesh,United States,Nevada,F,35,9/4/2023,Master's,Computer Science,9/1/2024,Marian College of Fond Du Lac,$14709.86,1/23/2023,5/27/2024,air
412,Pauly,Feighry,Student,6182025899,India,Uttar Pradesh,United States,Maryland,M,30,8/21/2023,Master's,Computer Science,8/5/2024,West Virginia School of Osteopathic Medicine,$17727.59,1/10/2023,6/28/2024,air
413,Ofilia,Sorsbie,Student,7577746854,India,Gujarat,United States,Alabama,F,28,9/1/2023,Master's,Computer Science,7/22/2024,Thomas College Maine,$18322.76,1/23/2023,7/19/2024,air
414,Kerr,Checchetelli,Student,7525803608,India,Gujarat,United States,California,M,22,8/16/2023,Master's,Computer Science,5/17/2024,New Mexico Highlands University,$15012.63,1/10/2023,11/24/2024,air
415,Ev,Robilart,Student,7848843607,India,Uttar Pradesh,United States,Indiana,M,34,8/4/2023,Bachelor's,Computer Science,11/29/2023,Kenyon College,$16480.23,1/15/2023,5/6/2025,air
416,Anna,Eykel,Student,2471023843,India,Andhra Pradesh,United States,Wisconsin,F,24,8/2/2023,Master's,Psychology,4/17/2023,State University of New York at Binghamton,$17557.28,1/2/2023,1/2/2024,air
417,Nixie,Gluyus,Student,1483060663,India,Gujarat,United States,Virginia,F,23,9/12/2023,Master's,Computer Science,1/13/2024,Grand Valley State University,$10802.46,1/1/2023,4/13/2024,air
