id,first_name,last_name,gender,age,visa_type,passport_number,nationality,state,destination country,destination state,entry date,exit date,estimated expenses,transportion mode,degree_type,major,institution,start_date,end_date,visa_sub_type,,,,,,,,,,,,,,,,,,
10033,Schuyler,Bray,M,26,Student,9641698199,India,Andhra Pradesh,United States,South Carolina,08/07/23,02/08/25,$17563.08,air,Doctoral,Psychology,Southern Vermont College,01/01/23,4/24/2027,,,,,,,,,,,,,,,,,,,
10034,Brendan,Harbinson,M,29,Student,6512635246,India,Gujarat,United States,District of Columbia,8/28/2023,07/07/23,$12324.17,air,Doctoral,Computer Science,University of Southern Mississippi,1/28/2023,07/12/26,,,,,,,,,,,,,,,,,,,
10035,Dottie,Riste,F,35,Student,6924027102,India,Gujarat,United States,Louisiana,09/03/23,12/12/24,$11539.88,air,Doctoral,Business Administration,James Madison University,1/23/2023,09/07/27,,,,,,,,,,,,,,,,,,,
10036,Mariel,Moryson,F,35,Student,3388117919,India,Uttar Pradesh,United States,Missouri,08/12/23,07/02/24,$14862.67,air,Doctoral,Business Administration,Thomas More College of Liberal Arts,1/30/2023,2/22/2027,,,,,,,,,,,,,,,,,,,
10037,Gearard,Telling,M,19,Student,1158887565,India,Gujarat,United States,Washington,09/03/23,1/14/2024,$18507.22,air,Doctoral,Psychology,College of the Ozarks,1/14/2023,1/27/2027,,,,,,,,,,,,,,,,,,,
10038,Sybyl,Biever,F,22,Student,8755090072,India,Andhra Pradesh,United States,New York,8/18/2023,8/17/2023,$16742.62,air,Doctoral,Computer Science,"University of Maine, Fort Kent",1/28/2023,5/14/2027,,,,,,,,,,,,,,,,,,,
10039,Sephira,Botler,F,32,Student,9199587084,India,Uttar Pradesh,United States,North Carolina,09/11/23,12/11/24,$18947.81,air,Doctoral,Business Administration,American InterContinental University - Ft. Lauderdale,01/07/23,05/01/28,,,,,,,,,,,,,,,,,,,
10040,Chelsie,Newstead,F,31,Student,3248328744,India,Uttar Pradesh,United States,District of Columbia,09/12/23,3/17/2024,$12517.17,air,Doctoral,Business Administration,Southwestern Adventist University,1/24/2023,11/17/2026,,,,,,,,,,,,,,,,,,,
10041,Debra,Annear,F,20,Student,4572141129,India,Andhra Pradesh,United States,Georgia,8/20/2023,6/18/2024,$16331.74,air,Doctoral,Computer Science,Northwestern Oklahoma State University,1/27/2023,02/05/27,,,,,,,,,,,,,,,,,,,
10042,Kat,Haugg,F,34,Student,1569005708,India,Gujarat,United States,Ohio,8/31/2023,2/16/2025,$16169.32,air,Doctoral,Psychology,University of Northern Iowa,1/21/2023,5/24/2028,,,,,,,,,,,,,,,,,,,
10043,King,Cocozza,M,20,Student,8280255470,India,Uttar Pradesh,United States,Delaware,8/24/2023,6/16/2024,$13096.63,air,Doctoral,Psychology,New York Chiropractic College,1/27/2023,8/24/2027,,,,,,,,,,,,,,,,,,,
10044,Conway,Stickels,M,25,Student,1045804798,India,Gujarat,United States,Florida,8/27/2023,9/27/2024,$22760.38,air,Doctoral,Computer Science,"University of California, Merced",1/18/2023,09/03/26,,,,,,,,,,,,,,,,,,,
10045,Jonathon,Stelli,M,24,Student,5363577404,India,Andhra Pradesh,United States,Arkansas,09/07/23,09/04/24,$23953.07,air,Doctoral,Computer Science,Montreat College,1/25/2023,12/03/27,,,,,,,,,,,,,,,,,,,
10046,Hillie,Dermott,M,18,Student,2006724562,India,Andhra Pradesh,United States,New York,08/05/23,7/13/2024,$10603.55,air,Doctoral,Computer Science,Oregon State University,1/27/2023,8/14/2027,,,,,,,,,,,,,,,,,,,
10047,Fleur,Stefi,F,29,Student,2551109415,India,Uttar Pradesh,United States,Texas,8/23/2023,1/18/2024,$24032.98,air,Doctoral,Computer Science,Vermont Law School,1/17/2023,06/07/26,,,,,,,,,,,,,,,,,,,
10048,Jinny,Matz,F,23,Student,6223583134,India,Andhra Pradesh,United States,Washington,8/24/2023,9/29/2023,$19595.70,air,Doctoral,Psychology,University of Texas Health Center at Tyler,01/12/23,9/16/2027,,,,,,,,,,,,,,,,,,,
10049,Maurine,Glyssanne,F,28,Student,8873147536,India,Gujarat,United States,Kentucky,08/05/23,8/15/2023,$13915.17,air,Doctoral,Computer Science,University of New Hampshire,1/15/2023,07/01/26,,,,,,,,,,,,,,,,,,,
10050,Care,Dulanty,M,34,Student,8167956691,India,Andhra Pradesh,United States,Texas,8/16/2023,02/02/24,$23207.36,air,Doctoral,Computer Science,Benedictine College,1/14/2023,06/12/26,,,,,,,,,,,,,,,,,,,
10051,Myrtice,Hellen,F,29,Student,6082368631,India,Gujarat,United States,New York,08/05/23,1/14/2023,$19135.68,air,Doctoral,Psychology,Whitman College,1/26/2023,05/05/28,,,,,,,,,,,,,,,,,,,
10052,Armand,Barney,M,19,Student,4865048871,India,Uttar Pradesh,United States,Tennessee,8/29/2023,04/10/23,$22017.81,air,Doctoral,Psychology,Marlboro College,01/10/23,7/14/2026,,,,,,,,,,,,,,,,,,,
10053,Hobard,Broose,M,30,Student,1393294575,India,Andhra Pradesh,United States,Hawaii,8/24/2023,3/18/2024,$20175.63,air,Doctoral,Business Administration,University of Rochester,01/02/23,01/07/28,,,,,,,,,,,,,,,,,,,
10054,Gardy,Dell Casa,M,18,Student,9373097912,India,Uttar Pradesh,United States,Washington,8/29/2023,08/07/24,$19930.37,air,Doctoral,Computer Science,Daniel Webster College,1/25/2023,05/09/27,,,,,,,,,,,,,,,,,,,
10055,Tessa,McGinnell,F,21,Student,2163570038,India,Uttar Pradesh,United States,Texas,08/10/23,03/12/24,$15871.64,air,Doctoral,Computer Science,Rocky Mountain College of Art and Design,1/20/2023,3/28/2028,,,,,,,,,,,,,,,,,,,
10056,Lamar,Rowberry,M,26,Student,3113224334,India,Andhra Pradesh,United States,Florida,08/06/23,01/10/24,$10532.51,air,Doctoral,Computer Science,Robert Morris College of Chicago,1/29/2023,5/13/2027,,,,,,,,,,,,,,,,,,,
10057,Cassi,Foxley,F,21,Student,3926881495,India,Andhra Pradesh,United States,Florida,08/02/23,11/06/23,$18939.60,air,Doctoral,Computer Science,Wesleyan University,1/23/2023,10/16/2026,,,,,,,,,,,,,,,,,,,
10058,Dolores,Aggett,F,32,Student,5769479181,India,Uttar Pradesh,United States,Florida,09/09/23,9/22/2024,$15328.12,air,Doctoral,Computer Science,Texas College,01/11/23,07/05/27,,,,,,,,,,,,,,,,,,,
10059,Chane,McPherson,M,24,Student,5989557903,India,Gujarat,United States,New York,09/03/23,3/21/2025,$21507.91,air,Doctoral,Business Administration,Minnesota Bible College,01/10/23,2/15/2027,,,,,,,,,,,,,,,,,,,
10060,Jobina,Moreno,F,19,Student,2055215375,India,Uttar Pradesh,United States,California,8/23/2023,06/03/23,$24025.01,air,Doctoral,Computer Science,West Coast University,01/10/23,03/03/27,,,,,,,,,,,,,,,,,,,
10061,Antonella,Blanshard,F,24,Student,1795746406,India,Gujarat,United States,Pennsylvania,09/07/23,03/08/23,$13087.65,air,Doctoral,Business Administration,University of Central Missouri,1/25/2023,11/03/26,,,,,,,,,,,,,,,,,,,
10062,Quillan,Willden,M,25,Student,9354114340,India,Gujarat,United States,District of Columbia,8/21/2023,06/03/24,$18502.12,air,Doctoral,Psychology,University of Wisconsin - Oshkosh,1/19/2023,4/27/2028,,,,,,,,,,,,,,,,,,,
10063,Celka,Bonfield,F,32,Student,9120435106,India,Andhra Pradesh,United States,Kentucky,08/07/23,8/25/2023,$22821.47,air,Doctoral,Business Administration,Kaplan University,1/15/2023,01/06/27,,,,,,,,,,,,,,,,,,,
10064,Berkly,Noweak,M,19,Student,1000972301,India,Andhra Pradesh,United States,West Virginia,09/02/23,02/07/24,$17709.87,air,Doctoral,Business Administration,Brandeis University,1/26/2023,1/16/2028,,,,,,,,,,,,,,,,,,,
10065,Sherri,Legh,F,22,Student,8405442971,India,Andhra Pradesh,United States,Virginia,08/05/23,5/26/2024,$13568.22,air,Doctoral,Business Administration,Tufts University,1/27/2023,02/12/27,,,,,,,,,,,,,,,,,,,
10066,Valentina,Brunel,F,23,Student,4469002584,India,Gujarat,United States,Texas,08/11/23,4/20/2025,$14981.15,air,Doctoral,Computer Science,Ursinus College,01/01/23,12/10/26,,,,,,,,,,,,,,,,,,,
10067,Lucas,Scyone,M,33,Student,2069906610,India,Gujarat,United States,California,09/11/23,7/24/2024,$24524.49,air,Bachelor's,Computer Science,Rice University,1/16/2023,10/20/2027,,,,,,,,,,,,,,,,,,,
10068,Holly-anne,Rackam,F,23,Student,7042061384,India,Uttar Pradesh,United States,Florida,8/22/2023,11/24/2024,$15252.75,air,Doctoral,Computer Science,Regent International University,1/22/2023,06/02/26,,,,,,,,,,,,,,,,,,,
10069,Page,Loveard,F,22,Student,5507248492,India,Uttar Pradesh,United States,Alabama,8/20/2023,4/21/2024,$10963.22,air,Doctoral,Psychology,Baltimore International College,1/15/2023,11/27/2027,,,,,,,,,,,,,,,,,,,
10070,Riobard,Veschambre,M,26,Student,3489033780,India,Gujarat,United States,Florida,8/14/2023,2/26/2024,$14854.01,air,Doctoral,Psychology,Thiel College,1/24/2023,10/18/2027,,,,,,,,,,,,,,,,,,,
10071,Troy,Merriott,M,29,Student,5308415982,India,Uttar Pradesh,United States,Utah,8/30/2023,5/21/2023,$22949.32,air,Doctoral,Business Administration,Yeshiva University,01/01/23,02/07/26,,,,,,,,,,,,,,,,,,,
10072,Kerby,Scally,M,29,Student,9424333529,India,Gujarat,United States,Virginia,09/10/23,09/12/24,$18516.45,air,Doctoral,Psychology,Institute of Clinical Social Work,1/17/2023,11/03/27,,,,,,,,,,,,,,,,,,,
10073,Dody,Sandbatch,F,26,Student,2981814196,India,Andhra Pradesh,United States,Illinois,08/03/23,05/12/23,$10341.94,air,Doctoral,Computer Science,Wesleyan College,1/30/2023,08/04/26,,,,,,,,,,,,,,,,,,,
10074,Harland,Hultberg,M,30,Student,4118698685,India,Uttar Pradesh,United States,Massachusetts,8/16/2023,10/13/2024,$10003.84,air,Doctoral,Computer Science,Antioch University Santa Barbara,01/11/23,8/29/2026,,,,,,,,,,,,,,,,,,,
10075,Andi,Ducker,F,35,Student,2514133604,India,Andhra Pradesh,United States,Wisconsin,8/29/2023,4/17/2025,$24797.57,air,Doctoral,Computer Science,Bank Street College of Education,1/25/2023,03/12/26,,,,,,,,,,,,,,,,,,,
10076,Daffy,Dowzell,F,25,Student,8822797900,India,Uttar Pradesh,United States,District of Columbia,8/30/2023,01/11/23,$11789.09,air,Doctoral,Computer Science,Hillsdale College,1/22/2023,9/25/2027,,,,,,,,,,,,,,,,,,,
10077,Francoise,Duprey,F,27,Student,1760095922,India,Andhra Pradesh,United States,Colorado,8/23/2023,2/22/2024,$18982.19,air,Doctoral,Computer Science,Danville Area Community College,01/07/23,5/16/2027,,,,,,,,,,,,,,,,,,,
10078,Vanny,Thomtson,F,25,Student,9060671446,India,Uttar Pradesh,United States,Ohio,8/20/2023,4/20/2024,$22656.46,air,Doctoral,Computer Science,College of St. Scholastica,01/03/23,4/18/2027,,,,,,,,,,,,,,,,,,,
10079,Rasia,Potten,F,31,Student,8432219646,India,Gujarat,United States,New York,08/07/23,01/07/25,$21411.43,air,Doctoral,Business Administration,Cheyney University of Pennsylvania,01/07/23,12/14/2027,,,,,,,,,,,,,,,,,,,
10080,Trace,Plank,M,33,Student,5417853347,India,Gujarat,United States,Wisconsin,09/11/23,3/28/2025,$20751.87,air,Doctoral,Computer Science,The Leadership Institute of Seattle,1/17/2023,11/29/2027,,,,,,,,,,,,,,,,,,,
10081,Carroll,Olland,M,27,Student,8119801783,India,Gujarat,United States,Indiana,8/30/2023,02/10/24,$12100.28,air,Doctoral,Computer Science,University of North Texas,1/27/2023,7/21/2026,,,,,,,,,,,,,,,,,,,
10082,Katti,O'Loughnan,F,33,Student,8707487088,India,Gujarat,United States,Alabama,08/09/23,1/26/2024,$20146.28,air,Doctoral,Computer Science,West Virginia School of Osteopathic Medicine,1/30/2023,3/29/2026,,,,,,,,,,,,,,,,,,,
10083,Kimble,Whittingham,M,28,Student,2721325038,India,Andhra Pradesh,United States,Alaska,8/14/2023,09/01/24,$13539.33,air,Doctoral,Computer Science,Thomas Aquinas College,1/17/2023,02/06/28,,,,,,,,,,,,,,,,,,,
10084,Marcellus,Pisculli,M,24,Student,7711009952,India,Andhra Pradesh,United States,Pennsylvania,8/30/2023,8/13/2023,$12807.22,air,Doctoral,Computer Science,Portland State University,1/16/2023,11/21/2027,,,,,,,,,,,,,,,,,,,
10085,Penelope,Maryska,F,31,Student,8286861658,India,Gujarat,United States,Maryland,8/25/2023,04/10/23,$12152.55,air,Doctoral,Computer Science,Otis College of Art & Design,01/09/23,4/14/2027,,,,,,,,,,,,,,,,,,,
10086,Angil,Boother,F,27,Student,9161108478,India,Gujarat,United States,Nevada,8/27/2023,5/15/2023,$21291.51,air,Doctoral,Computer Science,University of Maryland Eastern Shore,1/27/2023,03/09/28,,,,,,,,,,,,,,,,,,,
10087,Marijo,Toffanini,F,34,Student,9578421535,India,Uttar Pradesh,United States,Idaho,8/19/2023,06/10/23,$12536.62,air,Doctoral,Psychology,University of Maryland at College Park,1/18/2023,03/10/26,,,,,,,,,,,,,,,,,,,
10088,Arlyne,Underdown,F,31,Student,3925067832,India,Uttar Pradesh,United States,Alabama,08/09/23,11/06/24,$24033.93,air,Doctoral,Business Administration,Columbus College of Art and Design,1/30/2023,8/17/2027,,,,,,,,,,,,,,,,,,,
10089,Jakie,Cristofanini,M,22,Student,8357965691,India,Gujarat,United States,Alabama,09/12/23,12/01/23,$15992.65,air,Doctoral,Computer Science,Boston Architectural Center,1/15/2023,08/12/27,,,,,,,,,,,,,,,,,,,
10090,Felix,Barehead,M,20,Student,3422969491,India,Uttar Pradesh,United States,Michigan,8/24/2023,12/20/2024,$14478.71,air,Doctoral,Business Administration,Western Washington University,1/13/2023,1/23/2027,,,,,,,,,,,,,,,,,,,
10091,Christiana,Bonin,F,24,Student,8627375687,India,Andhra Pradesh,United States,California,09/01/23,2/18/2024,$10093.62,air,Bachelor's,Computer Science,"Rutgers, The State University of New Jersey - Newark",1/21/2023,12/03/27,,,,,,,,,,,,,,,,,,,
10092,Gwyneth,Edgecumbe,F,27,Student,9235210042,India,Gujarat,United States,Florida,8/17/2023,4/20/2023,$11975.60,air,Doctoral,Computer Science,New Jersey Institute of Technology,1/25/2023,10/06/26,,,,,,,,,,,,,,,,,,,
10093,Bambie,Balke,F,31,Student,8919275047,India,Gujarat,United States,Texas,09/02/23,3/29/2023,$17791.83,air,Doctoral,Computer Science,Jamestown College,1/29/2023,8/16/2026,,,,,,,,,,,,,,,,,,,
10094,Louie,Cauley,M,25,Student,3149696036,India,Uttar Pradesh,United States,Arizona,08/07/23,02/01/24,$18039.61,air,Doctoral,Business Administration,Southwest Texas State University,01/02/23,2/17/2027,,,,,,,,,,,,,,,,,,,
10095,Evvy,Deluze,F,33,Student,5826006298,India,Uttar Pradesh,United States,Ohio,8/28/2023,6/16/2023,$22645.53,air,Doctoral,Psychology,Crichton College,01/10/23,09/07/27,,,,,,,,,,,,,,,,,,,
10096,Marmaduke,Grishunin,M,21,Student,3375063814,India,Andhra Pradesh,United States,New York,09/05/23,1/31/2023,$19410.82,air,Doctoral,Psychology,"California State University, Stanislaus",01/01/23,7/28/2026,,,,,,,,,,,,,,,,,,,
10097,Kathie,Goodday,F,26,Student,9412332555,India,Uttar Pradesh,United States,Texas,08/08/23,1/23/2023,$21372.50,air,Doctoral,Computer Science,Lincoln University Pennsylvania,01/09/23,02/09/28,,,,,,,,,,,,,,,,,,,
10098,Bernardine,Edelheid,F,29,Student,1889891887,India,Andhra Pradesh,United States,New York,8/20/2023,4/29/2023,$21579.71,air,Doctoral,Computer Science,University of the Arts,1/16/2023,4/20/2028,,,,,,,,,,,,,,,,,,,
10099,Gerard,MacKnocker,M,20,Student,3975662805,India,Andhra Pradesh,United States,Georgia,8/29/2023,11/10/24,$18680.18,air,Doctoral,Psychology,Virginia Military Institute,1/28/2023,12/23/2027,,,,,,,,,,,,,,,,,,,
10100,Arin,Hotton,M,35,Student,8680647844,India,Gujarat,United States,Alabama,09/11/23,04/03/24,$10970.42,air,Doctoral,Computer Science,Pennsylvania State University Delaware County,01/12/23,04/02/28,,,,,,,,,,,,,,,,,,,
10101,Matt,Mayers,M,32,Student,3283277377,India,Andhra Pradesh,United States,Virginia,09/12/23,04/02/23,$12117.33,air,Doctoral,Computer Science,University of the Sciences in Philadelphia,1/21/2023,07/07/26,,,,,,,,,,,,,,,,,,,
10102,Elvin,Fife,M,31,Student,9170194861,India,Gujarat,United States,California,09/03/23,10/11/23,$13216.51,air,Doctoral,Business Administration,Pittsburg State University,1/14/2023,8/31/2027,,,,,,,,,,,,,,,,,,,
10103,Cleveland,Wafer,M,20,Student,5076505639,India,Gujarat,United States,California,09/02/23,3/18/2024,$11242.34,air,Bachelor's,Computer Science,"Arkansas State University, Mountain Home",1/13/2023,5/15/2027,,,,,,,,,,,,,,,,,,,
10104,Genvieve,Eade,F,25,Student,2758825325,India,Uttar Pradesh,United States,District of Columbia,08/02/23,1/15/2025,$16426.89,air,Doctoral,Business Administration,"Concordia University, River Forest",1/19/2023,11/29/2026,,,,,,,,,,,,,,,,,,,
10105,Joshuah,Stennet,M,26,Student,6282770368,India,Andhra Pradesh,United States,Massachusetts,08/04/23,12/13/2024,$24724.40,air,Doctoral,Computer Science,Salisbury State University,1/16/2023,02/01/28,,,,,,,,,,,,,,,,,,,
10106,Beryle,Pitt,F,23,Student,3250229175,India,Andhra Pradesh,United States,Louisiana,8/31/2023,02/02/25,$12541.61,air,Doctoral,Psychology,Cleary College,1/18/2023,05/04/28,,,,,,,,,,,,,,,,,,,
10107,Wallis,Rosenfrucht,M,25,Student,6067285376,India,Uttar Pradesh,United States,Oregon,8/27/2023,03/07/23,$10566.00,air,Doctoral,Computer Science,Pennsylvania State University,1/22/2023,04/01/28,,,,,,,,,,,,,,,,,,,
10108,Kalinda,Houltham,F,30,Student,3693449748,India,Gujarat,United States,Ohio,8/17/2023,07/11/24,$11576.14,air,Doctoral,Computer Science,Bennett College,01/05/23,01/05/26,,,,,,,,,,,,,,,,,,,
10109,Wheeler,Byrne,M,30,Student,8903087714,India,Uttar Pradesh,United States,New Jersey,08/10/23,8/22/2024,$18284.23,air,Doctoral,Psychology,Andon College - Stockton,1/24/2023,05/03/27,,,,,,,,,,,,,,,,,,,
10110,Luella,Bullick,F,25,Student,9842098429,India,Uttar Pradesh,United States,Massachusetts,8/13/2023,11/07/23,$17681.97,air,Doctoral,Business Administration,Walsh College of Accountancy and Business Administration,1/22/2023,02/08/28,,,,,,,,,,,,,,,,,,,
10111,Nerissa,Hegden,F,24,Student,4636127918,India,Gujarat,United States,Washington,8/16/2023,8/24/2023,$20364.00,air,Doctoral,Computer Science,Oakland City University,1/22/2023,10/17/2027,,,,,,,,,,,,,,,,,,,
10112,Roxy,Darwin,F,22,Student,1425965112,India,Uttar Pradesh,United States,California,08/01/23,10/19/2023,$22542.66,air,Doctoral,Computer Science,Emporia State University,01/04/23,1/30/2027,,,,,,,,,,,,,,,,,,,
10113,Kalila,Altofts,F,23,Student,7866918522,India,Andhra Pradesh,United States,Texas,09/12/23,6/19/2023,$19299.96,air,Doctoral,Computer Science,Christian Heritage College,1/13/2023,05/03/28,,,,,,,,,,,,,,,,,,,
10114,Audi,Drewell,F,33,Student,7746115172,India,Uttar Pradesh,United States,North Carolina,09/10/23,2/13/2024,$20463.44,air,Bachelor's,Business Administration,Oregon Graduate Institute of Science and Technology,01/08/23,5/21/2028,,,,,,,,,,,,,,,,,,,
10115,Fidelity,Rigmond,F,20,Student,1001321333,India,Uttar Pradesh,United States,Ohio,8/31/2023,10/29/2024,$13481.86,air,Doctoral,Business Administration,Manhattanville College,1/13/2023,3/22/2028,,,,,,,,,,,,,,,,,,,
10116,Adoree,Ewbanche,F,18,Student,6118109370,India,Gujarat,United States,New York,9/13/2023,5/16/2024,$19965.83,air,Doctoral,Computer Science,Philadelphia College of Osteopathic Medicine,01/01/23,4/21/2026,,,,,,,,,,,,,,,,,,,
10117,Latashia,McChesney,F,26,Student,7321200090,India,Gujarat,United States,Florida,08/04/23,3/21/2025,$16650.62,air,Doctoral,Computer Science,Pikeville College,01/01/23,11/15/2026,,,,,,,,,,,,,,,,,,,
10118,Maridel,Hucklesby,F,31,Student,1996524132,India,Gujarat,United States,Delaware,8/30/2023,5/30/2023,$23519.46,air,Doctoral,Business Administration,Quantum-Veritas International University,01/09/23,04/05/28,,,,,,,,,,,,,,,,,,,
10119,Felizio,Goves,M,33,Student,7780988928,India,Andhra Pradesh,United States,Colorado,09/04/23,05/02/23,$12132.72,air,Doctoral,Computer Science,Shawnee State University,1/22/2023,04/06/26,,,,,,,,,,,,,,,,,,,
10120,Godiva,Sivyour,F,31,Student,2008855099,India,Gujarat,United States,Illinois,08/05/23,5/23/2023,$10324.30,air,Doctoral,Psychology,Oregon Graduate Institute of Science and Technology,1/14/2023,5/21/2026,,,,,,,,,,,,,,,,,,,
10121,Kilian,Seviour,M,33,Student,2769318519,India,Gujarat,United States,South Carolina,8/30/2023,06/07/23,$14226.25,air,Doctoral,Computer Science,St. Joseph's College New York,01/08/23,8/24/2027,,,,,,,,,,,,,,,,,,,
10122,Waylon,Douche,M,26,Student,3722022708,India,Gujarat,United States,Texas,09/06/23,4/13/2023,$19052.18,air,Doctoral,Computer Science,Mount Marty College,01/05/23,2/28/2026,,,,,,,,,,,,,,,,,,,
10123,Kiel,Sirey,M,18,Student,2109918617,India,Uttar Pradesh,United States,Wyoming,08/11/23,3/20/2025,$23111.64,air,Doctoral,Computer Science,University of Louisville,1/29/2023,5/14/2026,,,,,,,,,,,,,,,,,,,
10124,Abby,Unthank,F,33,Student,1578407608,India,Andhra Pradesh,United States,Texas,08/03/23,1/15/2025,$17594.72,air,Bachelor's,Business Administration,Cogswell Polytechnical College,01/12/23,9/19/2026,,,,,,,,,,,,,,,,,,,
10125,Alfy,MacPeice,M,35,Student,2308163442,India,Andhra Pradesh,United States,Michigan,09/01/23,3/15/2024,$16544.18,air,Doctoral,Business Administration,Montserrat College of Art,1/27/2023,7/24/2027,,,,,,,,,,,,,,,,,,,
10126,Roi,Kellegher,M,28,Student,2171058598,India,Uttar Pradesh,United States,Florida,09/04/23,3/13/2024,$20847.39,air,Bachelor's,Computer Science,Hampden-Sydney College,01/07/23,10/02/26,,,,,,,,,,,,,,,,,,,
10127,Adams,Goddman,M,32,Student,3762732079,India,Gujarat,United States,Virginia,08/04/23,7/30/2024,$12709.00,air,Doctoral,Computer Science,Purdue University,1/24/2023,4/16/2027,,,,,,,,,,,,,,,,,,,
10128,Inglebert,Merrisson,M,22,Student,5796952833,India,Andhra Pradesh,United States,New York,09/02/23,4/13/2024,$19249.12,air,Doctoral,Computer Science,Florida Atlantic University,01/05/23,12/29/2025,,,,,,,,,,,,,,,,,,,
10129,Evin,Judkins,M,35,Student,1388359175,India,Gujarat,United States,Texas,8/13/2023,10/28/2023,$14616.62,air,Doctoral,Computer Science,University of New Mexico,01/06/23,02/12/26,,,,,,,,,,,,,,,,,,,
10130,Vernen,Olkowicz,M,22,Student,1631235699,India,Gujarat,United States,Texas,09/03/23,3/19/2023,$16216.34,air,Doctoral,Psychology,University of Connecticut at Waterbury,1/27/2023,1/14/2027,,,,,,,,,,,,,,,,,,,
10131,Hart,Kurdani,M,22,Student,2248497339,India,Andhra Pradesh,United States,California,08/02/23,03/04/24,$15077.58,air,Doctoral,Business Administration,Rock Valley College,1/13/2023,12/24/2027,,,,,,,,,,,,,,,,,,,
10132,Belvia,Falla,F,31,Student,6780815549,India,Gujarat,United States,California,8/21/2023,05/08/24,$24150.80,air,Doctoral,Computer Science,St. Peter's College,1/17/2023,4/18/2026,,,,,,,,,,,,,,,,,,,
10133,Ammamaria,Cropp,F,21,Student,3047992588,India,Gujarat,United States,North Carolina,8/19/2023,3/22/2024,$19000.37,air,Doctoral,Computer Science,San Francisco State University,01/12/23,11/23/2026,,,,,,,,,,,,,,,,,,,
10134,Alden,Fleg,M,28,Student,8507871360,India,Uttar Pradesh,United States,Oklahoma,08/05/23,03/12/24,$13026.00,air,Doctoral,Business Administration,Vermont Technical College,01/08/23,07/09/27,,,,,,,,,,,,,,,,,,,
10135,Angelica,Dungate,F,30,Student,3355309930,India,Gujarat,United States,California,09/04/23,2/28/2023,$20479.97,air,Doctoral,Computer Science,Southern University - New Orleans,01/12/23,12/05/26,,,,,,,,,,,,,,,,,,,
10136,Gail,Zamorano,M,32,Student,2580007526,India,Gujarat,United States,Missouri,09/07/23,04/09/24,$19026.42,air,Doctoral,Computer Science,Central Connecticut State University,01/12/23,9/26/2027,,,,,,,,,,,,,,,,,,,
10137,Fidelity,Chaunce,F,27,Student,4718653619,India,Gujarat,United States,Georgia,8/29/2023,05/08/23,$17089.61,air,Doctoral,Computer Science,Brown University,01/09/23,1/21/2028,,,,,,,,,,,,,,,,,,,
10138,Ransell,Eminson,M,20,Student,6617698832,India,Uttar Pradesh,United States,Kentucky,8/13/2023,06/07/23,$22856.95,air,Doctoral,Computer Science,Andrew Jackson University,1/26/2023,02/11/28,,,,,,,,,,,,,,,,,,,
10139,Birgitta,Carbery,F,34,Student,6832740901,India,Andhra Pradesh,United States,New Mexico,8/29/2023,2/16/2025,$17253.45,air,Bachelor's,Psychology,"Florida Metropolitan University, Tampa College Lakeland",01/12/23,3/16/2027,,,,,,,,,,,,,,,,,,,
10140,Kristy,Chalfant,F,20,Student,3363868089,India,Uttar Pradesh,United States,New York,08/05/23,08/04/24,$18201.80,air,Doctoral,Computer Science,Roger Williams University,1/16/2023,5/18/2026,,,,,,,,,,,,,,,,,,,
10141,Phip,Chiese,M,30,Student,8536462546,India,Uttar Pradesh,United States,Louisiana,09/02/23,4/28/2023,$23203.57,air,Doctoral,Computer Science,Lewis University,1/20/2023,6/26/2027,,,,,,,,,,,,,,,,,,,
10142,Evelin,Alflatt,M,24,Student,6610392991,India,Andhra Pradesh,United States,Missouri,08/10/23,1/23/2024,$20823.27,air,Doctoral,Computer Science,Central Methodist College,1/25/2023,4/28/2026,,,,,,,,,,,,,,,,,,,
10143,Case,Inkle,M,24,Student,4633451882,India,Andhra Pradesh,United States,Connecticut,09/04/23,01/07/24,$20200.66,air,Doctoral,Business Administration,Tuskegee University,1/21/2023,8/13/2027,,,,,,,,,,,,,,,,,,,
10144,Emmie,Jeannin,F,35,Student,3659530220,India,Andhra Pradesh,United States,Tennessee,08/06/23,12/24/2023,$12502.70,air,Doctoral,Psychology,Loras College,1/24/2023,9/19/2027,,,,,,,,,,,,,,,,,,,
10145,Thedric,Gamon,M,33,Student,1279423831,India,Gujarat,United States,Colorado,09/01/23,06/03/23,$15501.31,air,Doctoral,Psychology,Ave Maria University,1/13/2023,3/30/2027,,,,,,,,,,,,,,,,,,,
10146,Aldridge,Jellico,M,30,Student,8590830331,India,Gujarat,United States,Ohio,8/29/2023,1/30/2023,$21575.36,air,Doctoral,Computer Science,Regis University,01/08/23,7/29/2026,,,,,,,,,,,,,,,,,,,
10147,Blaire,Mather,F,23,Student,6890359894,India,Uttar Pradesh,United States,Illinois,8/14/2023,03/11/24,$10521.16,air,Doctoral,Psychology,McPherson College,1/26/2023,9/18/2027,,,,,,,,,,,,,,,,,,,
10148,Zarla,Dawbury,F,31,Student,1273368664,India,Gujarat,United States,Texas,08/05/23,10/22/2024,$21501.36,air,Doctoral,Computer Science,Wilmington College,01/03/23,12/13/2026,,,,,,,,,,,,,,,,,,,
10149,Simeon,Nanni,M,22,Student,5498894184,India,Uttar Pradesh,United States,California,8/19/2023,1/25/2024,$12767.40,air,Doctoral,Computer Science,Baker College of Mount Clemens,01/08/23,3/29/2026,,,,,,,,,,,,,,,,,,,
